
Activity Name: RopeSkipping/whc
Left,Front
2014-09-29 10:34:53
x	y	z
1.118	-0.578	-0.042
1.172	-0.42	0.028
1.224	-0.206	0.092
1.192	-0.046	0.164
1.12	-0.026	0.244
1.148	-0.126	0.414
1.452	-0.454	0.458
1.698	-0.776	0.394
1.5	-0.996	0.384
1.198	-1.082	0.32
1.266	-1.072	0.236
1.104	-1.018	0.3
0.888	-0.812	0.376
1.018	-0.704	0.464
0.866	-0.536	0.468
0.636	-0.358	0.484
0.628	-0.206	0.514
0.602	-0.016	0.486
0.326	0.202	0.422
0.486	0.11	0.75
0.374	0.136	0.868
0.316	0.236	0.742
0.312	0.296	0.866
0.302	0.316	0.984
0.444	0.29	0.962
0.544	0.362	0.788
0.314	0.332	0.666

Activity Name: Walk/whc
Left,Front
2014-09-24 20:42:49
x	y	z
-0.1549	-0.9027	-0.2956
-0.1284	-0.8857	-0.2861
-0.1284	-0.9112	-0.3041
-0.1445	-0.9330	-0.3239
-0.1350	-0.9065	-0.2795
-0.1124	-0.8924	-0.2691
-0.0916	-0.8697	-0.2502
-0.0378	-0.8272	-0.1889
0.0028	-0.7498	-0.1275
0.1114	-0.7025	-0.0916
0.2181	-0.6081	-0.1851
0.3919	-0.5760	-0.1936
0.5175	-0.6534	-0.1180
0.6497	-0.8008	-0.2805
0.8036	-0.7630	-0.2984
0.9452	-0.7592	-0.4306
1.1586	-0.7677	-0.2965
1.0633	-0.8848	-0.2814
0.9594	-0.8924	-0.4051
0.8489	-0.8584	-0.3777
0.7998	-0.8395	-0.3720
0.7668	-0.8045	-0.3409
0.7507	-0.8045	-0.2738
0.8442	-0.8470	-0.2842
0.8754	-0.7696	-0.2795
0.8111	-0.6619	-0.2191
0.8140	-0.6289	-0.1700
0.8791	-0.6308	-0.1653
0.9443	-0.6138	-0.1605
0.9547	-0.5430	-0.1360
0.9622	-0.4693	-0.0982
1.0076	-0.4117	-0.0907
0.9811	-0.3664	-0.1124
0.9150	-0.3664	-0.1001
0.8990	-0.3636	-0.0869
0.8754	-0.3041	-0.0642
0.8602	-0.3107	-0.0368
0.9575	-0.3097	-0.0491
0.9821	-0.2956	-0.0604
0.8754	-0.3144	-0.0047
0.7668	-0.3333	0.0331
0.7101	-0.3399	0.0217
0.7394	-0.3522	0.0161
0.8008	-0.3900	0.0113
0.8347	-0.4297	0.0208
0.8074	-0.4627	0.0567
0.8640	-0.4995	0.0718
0.9849	-0.5184	0.0529
1.0264	-0.4910	0.0028
1.0840	-0.5354	-0.0085
1.1265	-0.5902	0.0000
1.0151	-0.5505	0.0113
1.0689	-0.5562	-0.0387
1.2691	-0.5382	-0.1076
1.1841	-0.4202	-0.1105
0.9433	-0.3296	-0.0774
0.8593	-0.3239	-0.0614
0.8640	-0.3636	-0.0982
0.8517	-0.3343	-0.1511
0.7998	-0.2842	-0.1218
0.7007	-0.2512	-0.0944
0.7177	-0.2578	-0.1105
0.8300	-0.2720	-0.1445
0.9330	-0.3059	-0.1369
0.9849	-0.3862	-0.0916
1.0557	-0.4769	-0.0151
1.0340	-0.4466	0.0331
0.9849	-0.4051	0.0567
1.0529	-0.4457	0.0595
1.0151	-0.4466	0.0538
0.8527	-0.3636	0.0869
0.6903	-0.2984	0.0755
0.6421	-0.3362	0.0538
0.7139	-0.4372	0.0208
0.7847	-0.4769	0.0368
0.7781	-0.4344	0.0963
0.8310	-0.4533	0.0935
0.9736	-0.5250	0.0595
1.0538	-0.5600	-0.0094
1.1483	-0.5958	-0.0378
1.2153	-0.6213	-0.0368
1.0907	-0.5581	-0.0944
1.0585	-0.4778	-0.1822
1.0283	-0.3872	-0.2408
0.9783	-0.3475	-0.1936
0.9707	-0.3324	-0.1350
0.9698	-0.3560	-0.1322
0.9292	-0.3551	-0.1303
0.8744	-0.3173	-0.1124
0.7941	-0.2720	-0.0642
0.6856	-0.2361	-0.0378
0.7082	-0.2880	-0.0425
0.7838	-0.3144	-0.0548
0.8839	-0.3522	-0.0774
1.0236	-0.4240	-0.0840
1.1171	-0.5071	-0.0321
1.0349	-0.5137	0.0415
1.0557	-0.4051	0.0312
1.0340	-0.3286	-0.0236
0.8574	-0.3211	-0.0189
0.7092	-0.3664	0.0085
0.6978	-0.4353	-0.0009
0.7460	-0.4844	-0.0009
0.7960	-0.4882	0.0151
0.7705	-0.4844	0.0718
0.7583	-0.4910	0.0746
0.9065	-0.5373	0.0378
1.0198	-0.5430	-0.0274
1.0765	-0.5590	-0.0642
1.0689	-0.5958	-0.0236
1.1360	-0.6506	-0.0604
1.3305	-0.6648	-0.1860
1.3126	-0.5326	-0.2238
1.0529	-0.3720	-0.1398
0.8602	-0.3362	-0.0699
0.8385	-0.3692	-0.0982
0.8650	-0.4089	-0.1681
0.8470	-0.3673	-0.1983
0.7403	-0.2814	-0.1804
0.6676	-0.2531	-0.1634
0.7479	-0.2956	-0.1860
0.8461	-0.3248	-0.2153
0.8225	-0.3787	-0.1889
0.8338	-0.4825	-0.1426
0.9018	-0.5203	-0.1001
1.0755	-0.5902	-0.0302
1.1445	-0.5779	0.0614
1.0038	-0.4873	0.1662
0.8159	-0.3702	0.2597
0.7460	-0.2880	0.2351
0.7668	-0.3513	0.1511
0.8423	-0.4476	0.1237
0.8687	-0.4750	0.1350
0.8244	-0.4542	0.1322
0.9027	-0.5071	0.0963
1.0189	-0.5127	0.0038
1.0453	-0.4769	-0.0822
1.0567	-0.5061	-0.0765
1.0567	-0.5817	-0.0793
1.0538	-0.5968	-0.1180
1.2314	-0.6195	-0.1681
1.2351	-0.5364	-0.1728
1.0331	-0.4089	-0.1133
0.9065	-0.3296	-0.0595
0.8839	-0.3362	-0.0746
0.8914	-0.3258	-0.1095
0.8499	-0.2918	-0.1029
0.7167	-0.2493	-0.0699
0.6025	-0.2332	-0.0680
0.6497	-0.2956	-0.0916
0.7611	-0.3182	-0.1143
0.8876	-0.3966	-0.1048
1.0076	-0.4901	-0.0614
1.1416	-0.5515	-0.0113
1.1067	-0.5109	0.0746
1.1058	-0.3900	0.0831
1.1180	-0.3673	0.1010
0.9594	-0.3522	0.0746
0.7932	-0.3645	0.0415
0.7280	-0.4070	0.0076
0.7554	-0.4693	-0.0302
0.8263	-0.5156	-0.0227
0.8338	-0.5024	0.0066
0.7668	-0.4901	0.0529
0.8083	-0.5024	0.0831
0.9207	-0.4844	0.0585
0.9433	-0.4193	0.0161
1.0331	-0.4391	-0.0113
1.2776	-0.5250	-0.0378
1.2672	-0.5061	-0.0264
0.9707	-0.4164	-0.0472
1.0803	-0.4164	-0.1398
1.2616	-0.4202	-0.2380
1.1549	-0.4457	-0.2691
1.0123	-0.5203	-0.2455
